song_id, comment_id, reply_id
7002672,28010688,21008016
7002673,28010692,21008019
7002674,28010696,21008022
7002675,28010700,21008025
7002676,28010704,21008028
7002677,28010708,21008031
7002678,28010712,21008034
7002679,28010716,21008037
7002680,28010720,21008040
7002681,28010724,21008043
7002682,28010728,21008046
7002683,28010732,21008049
7002684,28010736,21008052
7002685,28010740,21008055
7002686,28010744,21008058
7002687,28010748,21008061
7002688,28010752,21008064
7002689,28010756,21008067
7002690,28010760,21008070
7002691,28010764,21008073
7002692,28010768,21008076
7002693,28010772,21008079
7002694,28010776,21008082
7002695,28010780,21008085
7002696,28010784,21008088
7002697,28010788,21008091
7002698,28010792,21008094
7002699,28010796,21008097
7002700,28010800,21008100
7002701,28010804,21008103
7002702,28010808,21008106
7002703,28010812,21008109
7002704,28010816,21008112
7002705,28010820,21008115
7002706,28010824,21008118
7002707,28010828,21008121
7002708,28010832,21008124
7002709,28010836,21008127
7002710,28010840,21008130
7002711,28010844,21008133
7002712,28010848,21008136
7002713,28010852,21008139
7002714,28010856,21008142
7002715,28010860,21008145
7002716,28010864,21008148
7002717,28010868,21008151
7002718,28010872,21008154
7002719,28010876,21008157
7002720,28010880,21008160
7002721,28010884,21008163
7002722,28010888,21008166
7002723,28010892,21008169
7002724,28010896,21008172
7002725,28010900,21008175
7002726,28010904,21008178
7002727,28010908,21008181
7002728,28010912,21008184
7002729,28010916,21008187
7002730,28010920,21008190
7002731,28010924,21008193
7002732,28010928,21008196
7002733,28010932,21008199
7002734,28010936,21008202
7002735,28010940,21008205
7002736,28010944,21008208
7002737,28010948,21008211
7002738,28010952,21008214
7002739,28010956,21008217
7002740,28010960,21008220
7002741,28010964,21008223
7002742,28010968,21008226
7002743,28010972,21008229
7002744,28010976,21008232
7002745,28010980,21008235
7002746,28010984,21008238
7002747,28010988,21008241
7002748,28010992,21008244
7002749,28010996,21008247
7002750,28011000,21008250
7002751,28011004,21008253
7002752,28011008,21008256
7002753,28011012,21008259
7002754,28011016,21008262
7002755,28011020,21008265
7002756,28011024,21008268
7002757,28011028,21008271
7002758,28011032,21008274
7002759,28011036,21008277
7002760,28011040,21008280
7002761,28011044,21008283
7002762,28011048,21008286
7002763,28011052,21008289
7002764,28011056,21008292
7002765,28011060,21008295
7002766,28011064,21008298
7002767,28011068,21008301
7002768,28011072,21008304
7002769,28011076,21008307
7002770,28011080,21008310
7002771,28011084,21008313
7002772,28011088,21008316
7002773,28011092,21008319
7002774,28011096,21008322
7002775,28011100,21008325
7002776,28011104,21008328
7002777,28011108,21008331
7002778,28011112,21008334
7002779,28011116,21008337
7002780,28011120,21008340
7002781,28011124,21008343
7002782,28011128,21008346
7002783,28011132,21008349
7002784,28011136,21008352
7002785,28011140,21008355
7002786,28011144,21008358
7002787,28011148,21008361
7002788,28011152,21008364
7002789,28011156,21008367
7002790,28011160,21008370
7002791,28011164,21008373
7002792,28011168,21008376
7002793,28011172,21008379
7002794,28011176,21008382
7002795,28011180,21008385
7002796,28011184,21008388
7002797,28011188,21008391
7002798,28011192,21008394
7002799,28011196,21008397
7002800,28011200,21008400
7002801,28011204,21008403
7002802,28011208,21008406
7002803,28011212,21008409
7002804,28011216,21008412
7002805,28011220,21008415
7002806,28011224,21008418
7002807,28011228,21008421
7002808,28011232,21008424
7002809,28011236,21008427
7002810,28011240,21008430
7002811,28011244,21008433
7002812,28011248,21008436
7002813,28011252,21008439
7002814,28011256,21008442
7002815,28011260,21008445
7002816,28011264,21008448
7002817,28011268,21008451
7002818,28011272,21008454
7002819,28011276,21008457
7002820,28011280,21008460
7002821,28011284,21008463
7002822,28011288,21008466
7002823,28011292,21008469
7002824,28011296,21008472
7002825,28011300,21008475
7002826,28011304,21008478
7002827,28011308,21008481
7002828,28011312,21008484
7002829,28011316,21008487
7002830,28011320,21008490
7002831,28011324,21008493
7002832,28011328,21008496
7002833,28011332,21008499
7002834,28011336,21008502
7002835,28011340,21008505
7002836,28011344,21008508
7002837,28011348,21008511
7002838,28011352,21008514
7002839,28011356,21008517
7002840,28011360,21008520
7002841,28011364,21008523
7002842,28011368,21008526
7002843,28011372,21008529
7002844,28011376,21008532
7002845,28011380,21008535
7002846,28011384,21008538
7002847,28011388,21008541
7002848,28011392,21008544
7002849,28011396,21008547
7002850,28011400,21008550
7002851,28011404,21008553
7002852,28011408,21008556
7002853,28011412,21008559
7002854,28011416,21008562
7002855,28011420,21008565
7002856,28011424,21008568
7002857,28011428,21008571
7002858,28011432,21008574
7002859,28011436,21008577
7002860,28011440,21008580
7002861,28011444,21008583
7002862,28011448,21008586
7002863,28011452,21008589
7002864,28011456,21008592
7002865,28011460,21008595
7002866,28011464,21008598
7002867,28011468,21008601
7002868,28011472,21008604
7002869,28011476,21008607
7002870,28011480,21008610
7002871,28011484,21008613
7002872,28011488,21008616
7002873,28011492,21008619
7002874,28011496,21008622
7002875,28011500,21008625
7002876,28011504,21008628
7002877,28011508,21008631
7002878,28011512,21008634
7002879,28011516,21008637
7002880,28011520,21008640
7002881,28011524,21008643
7002882,28011528,21008646
7002883,28011532,21008649
7002884,28011536,21008652
7002885,28011540,21008655
7002886,28011544,21008658
7002887,28011548,21008661
7002888,28011552,21008664
7002889,28011556,21008667
7002890,28011560,21008670
7002891,28011564,21008673
7002892,28011568,21008676
7002893,28011572,21008679
7002894,28011576,21008682
7002895,28011580,21008685
7002896,28011584,21008688
7002897,28011588,21008691
7002898,28011592,21008694
7002899,28011596,21008697
7002900,28011600,21008700
7002901,28011604,21008703
7002902,28011608,21008706
7002903,28011612,21008709
7002904,28011616,21008712
7002905,28011620,21008715
7002906,28011624,21008718
7002907,28011628,21008721
7002908,28011632,21008724
7002909,28011636,21008727
7002910,28011640,21008730
7002911,28011644,21008733
7002912,28011648,21008736
7002913,28011652,21008739
7002914,28011656,21008742
7002915,28011660,21008745
7002916,28011664,21008748
7002917,28011668,21008751
7002918,28011672,21008754
7002919,28011676,21008757
7002920,28011680,21008760
7002921,28011684,21008763
7002922,28011688,21008766
7002923,28011692,21008769
7002924,28011696,21008772
7002925,28011700,21008775
7002926,28011704,21008778
7002927,28011708,21008781
7002928,28011712,21008784
7002929,28011716,21008787
7002930,28011720,21008790
7002931,28011724,21008793
7002932,28011728,21008796
7002933,28011732,21008799
7002934,28011736,21008802
7002935,28011740,21008805
7002936,28011744,21008808
7002937,28011748,21008811
7002938,28011752,21008814
7002939,28011756,21008817
7002940,28011760,21008820
7002941,28011764,21008823
7002942,28011768,21008826
7002943,28011772,21008829
7002944,28011776,21008832
7002945,28011780,21008835
7002946,28011784,21008838
7002947,28011788,21008841
7002948,28011792,21008844
7002949,28011796,21008847
7002950,28011800,21008850
7002951,28011804,21008853
7002952,28011808,21008856
7002953,28011812,21008859
7002954,28011816,21008862
7002955,28011820,21008865
7002956,28011824,21008868
7002957,28011828,21008871
7002958,28011832,21008874
7002959,28011836,21008877
7002960,28011840,21008880
7002961,28011844,21008883
7002962,28011848,21008886
7002963,28011852,21008889
7002964,28011856,21008892
7002965,28011860,21008895
7002966,28011864,21008898
7002967,28011868,21008901
7002968,28011872,21008904
7002969,28011876,21008907
7002970,28011880,21008910
7002971,28011884,21008913
7002972,28011888,21008916
7002973,28011892,21008919
7002974,28011896,21008922
7002975,28011900,21008925
7002976,28011904,21008928
7002977,28011908,21008931
7002978,28011912,21008934
7002979,28011916,21008937
7002980,28011920,21008940
7002981,28011924,21008943
7002982,28011928,21008946
7002983,28011932,21008949
7002984,28011936,21008952
7002985,28011940,21008955
7002986,28011944,21008958
7002987,28011948,21008961
7002988,28011952,21008964
7002989,28011956,21008967
7002990,28011960,21008970
7002991,28011964,21008973
7002992,28011968,21008976
7002993,28011972,21008979
7002994,28011976,21008982
7002995,28011980,21008985
7002996,28011984,21008988
7002997,28011988,21008991
7002998,28011992,21008994
7002999,28011996,21008997
7003000,28012000,21009000
7003001,28012004,21009003
7003002,28012008,21009006
7003003,28012012,21009009
7003004,28012016,21009012
7003005,28012020,21009015
7003006,28012024,21009018
7003007,28012028,21009021
7003008,28012032,21009024
7003009,28012036,21009027
7003010,28012040,21009030
7003011,28012044,21009033
7003012,28012048,21009036
7003013,28012052,21009039
7003014,28012056,21009042
7003015,28012060,21009045
7003016,28012064,21009048
7003017,28012068,21009051
7003018,28012072,21009054
7003019,28012076,21009057
7003020,28012080,21009060
7003021,28012084,21009063
7003022,28012088,21009066
7003023,28012092,21009069
7003024,28012096,21009072
7003025,28012100,21009075
7003026,28012104,21009078
7003027,28012108,21009081
7003028,28012112,21009084
7003029,28012116,21009087
7003030,28012120,21009090
7003031,28012124,21009093
7003032,28012128,21009096
7003033,28012132,21009099
7003034,28012136,21009102
7003035,28012140,21009105
7003036,28012144,21009108
7003037,28012148,21009111
7003038,28012152,21009114
7003039,28012156,21009117
7003040,28012160,21009120
7003041,28012164,21009123
7003042,28012168,21009126
7003043,28012172,21009129
7003044,28012176,21009132
7003045,28012180,21009135
7003046,28012184,21009138
7003047,28012188,21009141
7003048,28012192,21009144
7003049,28012196,21009147
7003050,28012200,21009150
7003051,28012204,21009153
7003052,28012208,21009156
7003053,28012212,21009159
7003054,28012216,21009162
7003055,28012220,21009165
7003056,28012224,21009168
7003057,28012228,21009171
7003058,28012232,21009174
7003059,28012236,21009177
7003060,28012240,21009180
7003061,28012244,21009183
7003062,28012248,21009186
7003063,28012252,21009189
7003064,28012256,21009192
7003065,28012260,21009195
7003066,28012264,21009198
7003067,28012268,21009201
7003068,28012272,21009204
7003069,28012276,21009207
7003070,28012280,21009210
7003071,28012284,21009213
7003072,28012288,21009216
7003073,28012292,21009219
7003074,28012296,21009222
7003075,28012300,21009225
7003076,28012304,21009228
7003077,28012308,21009231
7003078,28012312,21009234
7003079,28012316,21009237
7003080,28012320,21009240
7003081,28012324,21009243
7003082,28012328,21009246
7003083,28012332,21009249
7003084,28012336,21009252
7003085,28012340,21009255
7003086,28012344,21009258
7003087,28012348,21009261
7003088,28012352,21009264
7003089,28012356,21009267
7003090,28012360,21009270
7003091,28012364,21009273
7003092,28012368,21009276
7003093,28012372,21009279
7003094,28012376,21009282
7003095,28012380,21009285
7003096,28012384,21009288
7003097,28012388,21009291
7003098,28012392,21009294
7003099,28012396,21009297
7003100,28012400,21009300
7003101,28012404,21009303
7003102,28012408,21009306
7003103,28012412,21009309
7003104,28012416,21009312
7003105,28012420,21009315
7003106,28012424,21009318
7003107,28012428,21009321
7003108,28012432,21009324
7003109,28012436,21009327
7003110,28012440,21009330
7003111,28012444,21009333
7003112,28012448,21009336
7003113,28012452,21009339
7003114,28012456,21009342
7003115,28012460,21009345
7003116,28012464,21009348
7003117,28012468,21009351
7003118,28012472,21009354
7003119,28012476,21009357
7003120,28012480,21009360
7003121,28012484,21009363
7003122,28012488,21009366
7003123,28012492,21009369
7003124,28012496,21009372
7003125,28012500,21009375
7003126,28012504,21009378
7003127,28012508,21009381
7003128,28012512,21009384
7003129,28012516,21009387
7003130,28012520,21009390
7003131,28012524,21009393
7003132,28012528,21009396
7003133,28012532,21009399
7003134,28012536,21009402
7003135,28012540,21009405
7003136,28012544,21009408
7003137,28012548,21009411
7003138,28012552,21009414
7003139,28012556,21009417
7003140,28012560,21009420
7003141,28012564,21009423
7003142,28012568,21009426
7003143,28012572,21009429
7003144,28012576,21009432
7003145,28012580,21009435
7003146,28012584,21009438
7003147,28012588,21009441
7003148,28012592,21009444
7003149,28012596,21009447
7003150,28012600,21009450
7003151,28012604,21009453
7003152,28012608,21009456
7003153,28012612,21009459
7003154,28012616,21009462
7003155,28012620,21009465
7003156,28012624,21009468
7003157,28012628,21009471
7003158,28012632,21009474
7003159,28012636,21009477
7003160,28012640,21009480
7003161,28012644,21009483
7003162,28012648,21009486
7003163,28012652,21009489
7003164,28012656,21009492
7003165,28012660,21009495
7003166,28012664,21009498
7003167,28012668,21009501
7003168,28012672,21009504
7003169,28012676,21009507
7003170,28012680,21009510
7003171,28012684,21009513
7003172,28012688,21009516
7003173,28012692,21009519
7003174,28012696,21009522
7003175,28012700,21009525
7003176,28012704,21009528
7003177,28012708,21009531
7003178,28012712,21009534
7003179,28012716,21009537
7003180,28012720,21009540
7003181,28012724,21009543
7003182,28012728,21009546
7003183,28012732,21009549
7003184,28012736,21009552
7003185,28012740,21009555
7003186,28012744,21009558
7003187,28012748,21009561
7003188,28012752,21009564
7003189,28012756,21009567
7003190,28012760,21009570
7003191,28012764,21009573
7003192,28012768,21009576
7003193,28012772,21009579
7003194,28012776,21009582
7003195,28012780,21009585
7003196,28012784,21009588
7003197,28012788,21009591
7003198,28012792,21009594
7003199,28012796,21009597
7003200,28012800,21009600
7003201,28012804,21009603
7003202,28012808,21009606
7003203,28012812,21009609
7003204,28012816,21009612
7003205,28012820,21009615
7003206,28012824,21009618
7003207,28012828,21009621
7003208,28012832,21009624
7003209,28012836,21009627
7003210,28012840,21009630
7003211,28012844,21009633
7003212,28012848,21009636
7003213,28012852,21009639
7003214,28012856,21009642
7003215,28012860,21009645
7003216,28012864,21009648
7003217,28012868,21009651
7003218,28012872,21009654
7003219,28012876,21009657
7003220,28012880,21009660
7003221,28012884,21009663
7003222,28012888,21009666
7003223,28012892,21009669
7003224,28012896,21009672
7003225,28012900,21009675
7003226,28012904,21009678
7003227,28012908,21009681
7003228,28012912,21009684
7003229,28012916,21009687
7003230,28012920,21009690
7003231,28012924,21009693
7003232,28012928,21009696
7003233,28012932,21009699
7003234,28012936,21009702
7003235,28012940,21009705
7003236,28012944,21009708
7003237,28012948,21009711
7003238,28012952,21009714
7003239,28012956,21009717
7003240,28012960,21009720
7003241,28012964,21009723
7003242,28012968,21009726
7003243,28012972,21009729
7003244,28012976,21009732
7003245,28012980,21009735
7003246,28012984,21009738
7003247,28012988,21009741
7003248,28012992,21009744
7003249,28012996,21009747
7003250,28013000,21009750
7003251,28013004,21009753
7003252,28013008,21009756
7003253,28013012,21009759
7003254,28013016,21009762
7003255,28013020,21009765
7003256,28013024,21009768
7003257,28013028,21009771
7003258,28013032,21009774
7003259,28013036,21009777
7003260,28013040,21009780
7003261,28013044,21009783
7003262,28013048,21009786
7003263,28013052,21009789
7003264,28013056,21009792
7003265,28013060,21009795
7003266,28013064,21009798
7003267,28013068,21009801
7003268,28013072,21009804
7003269,28013076,21009807
7003270,28013080,21009810
7003271,28013084,21009813
7003272,28013088,21009816
7003273,28013092,21009819
7003274,28013096,21009822
7003275,28013100,21009825
7003276,28013104,21009828
7003277,28013108,21009831
7003278,28013112,21009834
7003279,28013116,21009837
7003280,28013120,21009840
7003281,28013124,21009843
7003282,28013128,21009846
7003283,28013132,21009849
7003284,28013136,21009852
7003285,28013140,21009855
7003286,28013144,21009858
7003287,28013148,21009861
7003288,28013152,21009864
7003289,28013156,21009867
7003290,28013160,21009870
7003291,28013164,21009873
7003292,28013168,21009876
7003293,28013172,21009879
7003294,28013176,21009882
7003295,28013180,21009885
7003296,28013184,21009888
7003297,28013188,21009891
7003298,28013192,21009894
7003299,28013196,21009897
7003300,28013200,21009900
7003301,28013204,21009903
7003302,28013208,21009906
7003303,28013212,21009909
7003304,28013216,21009912
7003305,28013220,21009915
7003306,28013224,21009918
7003307,28013228,21009921
7003308,28013232,21009924
7003309,28013236,21009927
7003310,28013240,21009930
7003311,28013244,21009933
7003312,28013248,21009936
7003313,28013252,21009939
7003314,28013256,21009942
7003315,28013260,21009945
7003316,28013264,21009948
7003317,28013268,21009951
7003318,28013272,21009954
7003319,28013276,21009957
7003320,28013280,21009960
7003321,28013284,21009963
7003322,28013288,21009966
7003323,28013292,21009969
7003324,28013296,21009972
7003325,28013300,21009975
7003326,28013304,21009978
7003327,28013308,21009981
7003328,28013312,21009984
7003329,28013316,21009987
7003330,28013320,21009990
7003331,28013324,21009993
7003332,28013328,21009996
7003333,28013332,21009999
7003334,28013336,21010002
7003335,28013340,21010005
7003336,28013344,21010008
7003337,28013348,21010011
7003338,28013352,21010014
7003339,28013356,21010017
7003340,28013360,21010020
7003341,28013364,21010023
7003342,28013368,21010026
7003343,28013372,21010029
7003344,28013376,21010032
7003345,28013380,21010035
7003346,28013384,21010038
7003347,28013388,21010041
7003348,28013392,21010044
7003349,28013396,21010047
7003350,28013400,21010050
7003351,28013404,21010053
7003352,28013408,21010056
7003353,28013412,21010059
7003354,28013416,21010062
7003355,28013420,21010065
7003356,28013424,21010068
7003357,28013428,21010071
7003358,28013432,21010074
7003359,28013436,21010077
7003360,28013440,21010080
7003361,28013444,21010083
7003362,28013448,21010086
7003363,28013452,21010089
7003364,28013456,21010092
7003365,28013460,21010095
7003366,28013464,21010098
7003367,28013468,21010101
7003368,28013472,21010104
7003369,28013476,21010107
7003370,28013480,21010110
7003371,28013484,21010113
7003372,28013488,21010116
7003373,28013492,21010119
7003374,28013496,21010122
7003375,28013500,21010125
7003376,28013504,21010128
7003377,28013508,21010131
7003378,28013512,21010134
7003379,28013516,21010137
7003380,28013520,21010140
7003381,28013524,21010143
7003382,28013528,21010146
7003383,28013532,21010149
7003384,28013536,21010152
7003385,28013540,21010155
7003386,28013544,21010158
7003387,28013548,21010161
7003388,28013552,21010164
7003389,28013556,21010167
7003390,28013560,21010170
7003391,28013564,21010173
7003392,28013568,21010176
7003393,28013572,21010179
7003394,28013576,21010182
7003395,28013580,21010185
7003396,28013584,21010188
7003397,28013588,21010191
7003398,28013592,21010194
7003399,28013596,21010197
7003400,28013600,21010200
7003401,28013604,21010203
7003402,28013608,21010206
7003403,28013612,21010209
7003404,28013616,21010212
7003405,28013620,21010215
7003406,28013624,21010218
7003407,28013628,21010221
7003408,28013632,21010224
7003409,28013636,21010227
7003410,28013640,21010230
7003411,28013644,21010233
7003412,28013648,21010236
7003413,28013652,21010239
7003414,28013656,21010242
7003415,28013660,21010245
7003416,28013664,21010248
7003417,28013668,21010251
7003418,28013672,21010254
7003419,28013676,21010257
7003420,28013680,21010260
7003421,28013684,21010263
7003422,28013688,21010266
7003423,28013692,21010269
7003424,28013696,21010272
7003425,28013700,21010275
7003426,28013704,21010278
7003427,28013708,21010281
7003428,28013712,21010284
7003429,28013716,21010287
7003430,28013720,21010290
7003431,28013724,21010293
7003432,28013728,21010296
7003433,28013732,21010299
7003434,28013736,21010302
7003435,28013740,21010305
7003436,28013744,21010308
7003437,28013748,21010311
7003438,28013752,21010314
7003439,28013756,21010317
7003440,28013760,21010320
7003441,28013764,21010323
7003442,28013768,21010326
7003443,28013772,21010329
7003444,28013776,21010332
7003445,28013780,21010335
7003446,28013784,21010338
7003447,28013788,21010341
7003448,28013792,21010344
7003449,28013796,21010347
7003450,28013800,21010350
7003451,28013804,21010353
7003452,28013808,21010356
7003453,28013812,21010359
7003454,28013816,21010362
7003455,28013820,21010365
7003456,28013824,21010368
7003457,28013828,21010371
7003458,28013832,21010374
7003459,28013836,21010377
7003460,28013840,21010380
7003461,28013844,21010383
7003462,28013848,21010386
7003463,28013852,21010389
7003464,28013856,21010392
7003465,28013860,21010395
7003466,28013864,21010398
7003467,28013868,21010401
7003468,28013872,21010404
7003469,28013876,21010407
7003470,28013880,21010410
7003471,28013884,21010413
7003472,28013888,21010416
7003473,28013892,21010419
7003474,28013896,21010422
7003475,28013900,21010425
7003476,28013904,21010428
7003477,28013908,21010431
7003478,28013912,21010434
7003479,28013916,21010437
7003480,28013920,21010440
7003481,28013924,21010443
7003482,28013928,21010446
7003483,28013932,21010449
7003484,28013936,21010452
7003485,28013940,21010455
7003486,28013944,21010458
7003487,28013948,21010461
7003488,28013952,21010464
7003489,28013956,21010467
7003490,28013960,21010470
7003491,28013964,21010473
7003492,28013968,21010476
7003493,28013972,21010479
7003494,28013976,21010482
7003495,28013980,21010485
7003496,28013984,21010488
7003497,28013988,21010491
7003498,28013992,21010494
7003499,28013996,21010497
7003500,28014000,21010500
7003501,28014004,21010503
7003502,28014008,21010506
7003503,28014012,21010509
7003504,28014016,21010512
7003505,28014020,21010515
7003506,28014024,21010518
7003507,28014028,21010521
7003508,28014032,21010524
7003509,28014036,21010527
7003510,28014040,21010530
7003511,28014044,21010533
7003512,28014048,21010536
7003513,28014052,21010539
7003514,28014056,21010542
7003515,28014060,21010545
7003516,28014064,21010548
7003517,28014068,21010551
7003518,28014072,21010554
7003519,28014076,21010557
7003520,28014080,21010560
7003521,28014084,21010563
7003522,28014088,21010566
7003523,28014092,21010569
7003524,28014096,21010572
7003525,28014100,21010575
7003526,28014104,21010578
7003527,28014108,21010581
7003528,28014112,21010584
7003529,28014116,21010587
7003530,28014120,21010590
7003531,28014124,21010593
7003532,28014128,21010596
7003533,28014132,21010599
7003534,28014136,21010602
7003535,28014140,21010605
7003536,28014144,21010608
7003537,28014148,21010611
7003538,28014152,21010614
7003539,28014156,21010617
7003540,28014160,21010620
7003541,28014164,21010623
7003542,28014168,21010626
7003543,28014172,21010629
7003544,28014176,21010632
7003545,28014180,21010635
7003546,28014184,21010638
7003547,28014188,21010641
7003548,28014192,21010644
7003549,28014196,21010647
7003550,28014200,21010650
7003551,28014204,21010653
7003552,28014208,21010656
7003553,28014212,21010659
7003554,28014216,21010662
7003555,28014220,21010665
7003556,28014224,21010668
7003557,28014228,21010671
7003558,28014232,21010674
7003559,28014236,21010677
7003560,28014240,21010680
7003561,28014244,21010683
7003562,28014248,21010686
7003563,28014252,21010689
7003564,28014256,21010692
7003565,28014260,21010695
7003566,28014264,21010698
7003567,28014268,21010701
7003568,28014272,21010704
7003569,28014276,21010707
7003570,28014280,21010710
7003571,28014284,21010713
7003572,28014288,21010716
7003573,28014292,21010719
7003574,28014296,21010722
7003575,28014300,21010725
7003576,28014304,21010728
7003577,28014308,21010731
7003578,28014312,21010734
7003579,28014316,21010737
7003580,28014320,21010740
7003581,28014324,21010743
7003582,28014328,21010746
7003583,28014332,21010749
7003584,28014336,21010752
7003585,28014340,21010755
7003586,28014344,21010758
7003587,28014348,21010761
7003588,28014352,21010764
7003589,28014356,21010767
7003590,28014360,21010770
7003591,28014364,21010773
7003592,28014368,21010776
7003593,28014372,21010779
7003594,28014376,21010782
7003595,28014380,21010785
7003596,28014384,21010788
7003597,28014388,21010791
7003598,28014392,21010794
7003599,28014396,21010797
7003600,28014400,21010800
7003601,28014404,21010803
7003602,28014408,21010806
7003603,28014412,21010809
7003604,28014416,21010812
7003605,28014420,21010815
7003606,28014424,21010818
7003607,28014428,21010821
7003608,28014432,21010824
7003609,28014436,21010827
7003610,28014440,21010830
7003611,28014444,21010833
7003612,28014448,21010836
7003613,28014452,21010839
7003614,28014456,21010842
7003615,28014460,21010845
7003616,28014464,21010848
7003617,28014468,21010851
7003618,28014472,21010854
7003619,28014476,21010857
7003620,28014480,21010860
7003621,28014484,21010863
7003622,28014488,21010866
7003623,28014492,21010869
7003624,28014496,21010872
7003625,28014500,21010875
7003626,28014504,21010878
7003627,28014508,21010881
7003628,28014512,21010884
7003629,28014516,21010887
7003630,28014520,21010890
7003631,28014524,21010893
7003632,28014528,21010896
7003633,28014532,21010899
7003634,28014536,21010902
7003635,28014540,21010905
7003636,28014544,21010908
7003637,28014548,21010911
7003638,28014552,21010914
7003639,28014556,21010917
7003640,28014560,21010920
7003641,28014564,21010923
7003642,28014568,21010926
7003643,28014572,21010929
7003644,28014576,21010932
7003645,28014580,21010935
7003646,28014584,21010938
7003647,28014588,21010941
7003648,28014592,21010944
7003649,28014596,21010947
7003650,28014600,21010950
7003651,28014604,21010953
7003652,28014608,21010956
7003653,28014612,21010959
7003654,28014616,21010962
7003655,28014620,21010965
7003656,28014624,21010968
7003657,28014628,21010971
7003658,28014632,21010974
7003659,28014636,21010977
7003660,28014640,21010980
7003661,28014644,21010983
7003662,28014648,21010986
7003663,28014652,21010989
7003664,28014656,21010992
7003665,28014660,21010995
7003666,28014664,21010998
7003667,28014668,21011001
7003668,28014672,21011004
7003669,28014676,21011007
7003670,28014680,21011010
7003671,28014684,21011013
7003672,28014688,21011016
7003673,28014692,21011019
7003674,28014696,21011022
7003675,28014700,21011025
7003676,28014704,21011028
7003677,28014708,21011031
7003678,28014712,21011034
7003679,28014716,21011037
7003680,28014720,21011040
7003681,28014724,21011043
7003682,28014728,21011046
7003683,28014732,21011049
7003684,28014736,21011052
7003685,28014740,21011055
7003686,28014744,21011058
7003687,28014748,21011061
7003688,28014752,21011064
7003689,28014756,21011067
7003690,28014760,21011070
7003691,28014764,21011073
7003692,28014768,21011076
7003693,28014772,21011079
7003694,28014776,21011082
7003695,28014780,21011085
7003696,28014784,21011088
7003697,28014788,21011091
7003698,28014792,21011094
7003699,28014796,21011097
7003700,28014800,21011100
7003701,28014804,21011103
7003702,28014808,21011106
7003703,28014812,21011109
7003704,28014816,21011112
7003705,28014820,21011115
7003706,28014824,21011118
7003707,28014828,21011121
7003708,28014832,21011124
7003709,28014836,21011127
7003710,28014840,21011130
7003711,28014844,21011133
7003712,28014848,21011136
7003713,28014852,21011139
7003714,28014856,21011142
7003715,28014860,21011145
7003716,28014864,21011148
7003717,28014868,21011151
7003718,28014872,21011154
7003719,28014876,21011157
7003720,28014880,21011160
7003721,28014884,21011163
7003722,28014888,21011166
7003723,28014892,21011169
7003724,28014896,21011172
7003725,28014900,21011175
7003726,28014904,21011178
7003727,28014908,21011181
7003728,28014912,21011184
7003729,28014916,21011187
7003730,28014920,21011190
7003731,28014924,21011193
7003732,28014928,21011196
7003733,28014932,21011199
7003734,28014936,21011202
7003735,28014940,21011205
7003736,28014944,21011208
7003737,28014948,21011211
7003738,28014952,21011214
7003739,28014956,21011217
7003740,28014960,21011220
7003741,28014964,21011223
7003742,28014968,21011226
7003743,28014972,21011229
7003744,28014976,21011232
7003745,28014980,21011235
7003746,28014984,21011238
7003747,28014988,21011241
7003748,28014992,21011244
7003749,28014996,21011247
7003750,28015000,21011250
7003751,28015004,21011253
7003752,28015008,21011256
7003753,28015012,21011259
7003754,28015016,21011262
7003755,28015020,21011265
7003756,28015024,21011268
7003757,28015028,21011271
7003758,28015032,21011274
7003759,28015036,21011277
7003760,28015040,21011280
7003761,28015044,21011283
7003762,28015048,21011286
7003763,28015052,21011289
7003764,28015056,21011292
7003765,28015060,21011295
7003766,28015064,21011298
7003767,28015068,21011301
7003768,28015072,21011304
7003769,28015076,21011307
7003770,28015080,21011310
7003771,28015084,21011313
7003772,28015088,21011316
7003773,28015092,21011319
7003774,28015096,21011322
7003775,28015100,21011325
7003776,28015104,21011328
7003777,28015108,21011331
7003778,28015112,21011334
7003779,28015116,21011337
7003780,28015120,21011340
7003781,28015124,21011343
7003782,28015128,21011346
7003783,28015132,21011349
7003784,28015136,21011352
7003785,28015140,21011355
7003786,28015144,21011358
7003787,28015148,21011361
7003788,28015152,21011364
7003789,28015156,21011367
7003790,28015160,21011370
7003791,28015164,21011373
7003792,28015168,21011376
7003793,28015172,21011379
7003794,28015176,21011382
7003795,28015180,21011385
7003796,28015184,21011388
7003797,28015188,21011391
7003798,28015192,21011394
7003799,28015196,21011397
7003800,28015200,21011400
7003801,28015204,21011403
7003802,28015208,21011406
7003803,28015212,21011409
7003804,28015216,21011412
7003805,28015220,21011415
7003806,28015224,21011418
7003807,28015228,21011421
7003808,28015232,21011424
7003809,28015236,21011427
7003810,28015240,21011430
7003811,28015244,21011433
7003812,28015248,21011436
7003813,28015252,21011439
7003814,28015256,21011442
7003815,28015260,21011445
7003816,28015264,21011448
7003817,28015268,21011451
7003818,28015272,21011454
7003819,28015276,21011457
7003820,28015280,21011460
7003821,28015284,21011463
7003822,28015288,21011466
7003823,28015292,21011469
7003824,28015296,21011472
7003825,28015300,21011475
7003826,28015304,21011478
7003827,28015308,21011481
7003828,28015312,21011484
7003829,28015316,21011487
7003830,28015320,21011490
7003831,28015324,21011493
7003832,28015328,21011496
7003833,28015332,21011499
7003834,28015336,21011502
7003835,28015340,21011505
7003836,28015344,21011508
